epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.83982,1.60733,3.75142,1.26437,0.01839,0.47985,0.029,0.01628,1.29556,3.76708,1.04024,0.00010002,0.00010002,0.00010002
2,15.2434,1.33474,3.24355,1.08771,0.03253,0.9455,0.12518,0.06651,1.25472,3.45434,0.96526,0.000205983,0.000205983,0.000205983
3,22.9907,1.2728,2.30197,1.00138,0.03501,0.97374,0.41477,0.23769,1.27089,2.92987,1.00495,0.000300393,0.000300393,0.000300393
4,30.5027,1.28339,1.67467,0.983,0.04167,0.96827,0.51671,0.33144,1.21757,2.79087,0.97187,0.000383252,0.000383252,0.000383252
5,38.0799,1.18613,1.327,0.97109,0.96776,0.20406,0.75057,0.4806,1.25388,2.52677,0.99587,0.000454558,0.000454558,0.000454558
6,45.6006,1.16306,1.09507,0.96327,0.91967,0.49311,0.8346,0.54435,1.23485,2.05301,0.99371,0.000514311,0.000514311,0.000514311
7,53.0809,1.15955,0.98406,0.95926,0.93676,0.64622,0.861,0.53699,1.33504,1.81885,1.01983,0.000562512,0.000562512,0.000562512
8,62.0177,1.11178,0.87387,0.95023,0.92429,0.63314,0.85175,0.53679,1.30043,1.81573,1.00519,0.000599161,0.000599161,0.000599161
9,71.3851,1.09517,0.84223,0.94999,0.92025,0.70962,0.88387,0.57916,1.27722,1.64304,0.99255,0.000624258,0.000624258,0.000624258
10,79.3886,1.07411,0.80802,0.9467,0.89789,0.7651,0.90004,0.57127,1.28988,1.51848,1.00271,0.000637803,0.000637803,0.000637803
11,86.8001,1.03967,0.77616,0.94449,0.92411,0.79904,0.91531,0.62482,1.18626,1.41065,0.96014,0.000639795,0.000639795,0.000639795
12,94.2393,0.96504,0.71769,0.94586,0.92317,0.82563,0.92091,0.6225,1.19496,1.24547,0.97466,0.000630234,0.000630234,0.000630234
13,101.459,1.00972,0.72488,0.94243,0.86211,0.83324,0.91054,0.62437,1.18074,1.18435,0.99581,0.000609122,0.000609122,0.000609122
14,108.857,1.00814,0.69138,0.93156,0.90908,0.86361,0.92494,0.64326,1.17802,1.03022,1.00319,0.000576457,0.000576457,0.000576457
15,116.096,0.97318,0.67832,0.93151,0.87905,0.84238,0.90853,0.6246,1.16721,1.05118,0.99635,0.000511769,0.000511769,0.000511769
16,123.321,0.95634,0.65285,0.92094,0.87555,0.84634,0.91775,0.61578,1.16658,1.07324,0.98343,0.000429253,0.000429253,0.000429253
17,130.585,0.93601,0.63488,0.91705,0.90331,0.87169,0.93547,0.62785,1.19216,0.96732,0.98755,0.000346736,0.000346736,0.000346736
18,137.861,0.92525,0.6234,0.91155,0.92832,0.88599,0.94018,0.66331,1.14148,0.91566,0.96175,0.00026422,0.00026422,0.00026422
19,145.135,0.92,0.62649,0.91496,0.92146,0.88938,0.93599,0.65841,1.13343,0.89544,0.95625,0.000181703,0.000181703,0.000181703
20,152.394,0.8993,0.60519,0.91303,0.93953,0.88783,0.94199,0.67637,1.10229,0.83585,0.94882,9.91865e-05,9.91865e-05,9.91865e-05
